ShipmentID,OrderID,ShipmentDate,Status,Carrier
3445,4436,5/25/2023 12:00,Shipped,USPS
3446,14881,5/25/2023 13:00,Shipped,FedEx
3447,3847,5/25/2023 14:00,In Transit,UPS
3448,11133,5/25/2023 15:00,Delivered,UPS
3449,9703,5/25/2023 16:00,In Transit,DHL
3450,8149,5/25/2023 17:00,Delivered,DHL
3451,176,5/25/2023 18:00,In Transit,USPS
3452,13034,5/25/2023 19:00,Delayed,DHL
3453,15349,5/25/2023 20:00,Delayed,USPS
3454,7681,5/25/2023 21:00,In Transit,DHL
3455,12452,5/25/2023 22:00,In Transit,FedEx
3456,2925,5/25/2023 23:00,In Transit,FedEx
3457,807,5/26/2023 0:00,In Transit,FedEx
3458,14544,5/26/2023 1:00,Delayed,DHL
3459,17387,5/26/2023 2:00,Shipped,UPS
3460,15844,5/26/2023 3:00,Delayed,DHL
3461,3575,5/26/2023 4:00,Delivered,USPS
3462,17285,5/26/2023 5:00,Delayed,DHL
3463,4417,5/26/2023 6:00,In Transit,USPS
3464,5482,5/26/2023 7:00,Delivered,USPS
3465,16277,5/26/2023 8:00,In Transit,UPS
3466,17032,5/26/2023 9:00,Delayed,UPS
3467,6804,5/26/2023 10:00,Delayed,FedEx
3468,11043,5/26/2023 11:00,Delayed,USPS
3469,7474,5/26/2023 12:00,Shipped,DHL
3470,12719,5/26/2023 13:00,Shipped,USPS
3471,7836,5/26/2023 14:00,Delivered,UPS
3472,17691,5/26/2023 15:00,Shipped,USPS
3473,18270,5/26/2023 16:00,Delayed,DHL
3474,438,5/26/2023 17:00,In Transit,DHL
3475,11813,5/26/2023 18:00,Delayed,DHL
3476,12435,5/26/2023 19:00,In Transit,UPS
3477,14271,5/26/2023 20:00,Delivered,USPS
3478,16821,5/26/2023 21:00,Delivered,DHL
3479,10174,5/26/2023 22:00,In Transit,USPS
3480,12390,5/26/2023 23:00,Delivered,DHL
3481,3204,5/27/2023 0:00,In Transit,USPS
3482,11715,5/27/2023 1:00,In Transit,UPS
3483,4471,5/27/2023 2:00,Delivered,
3484,3147,5/27/2023 3:00,In Transit,USPS
3485,10285,5/27/2023 4:00,In Transit,USPS
3486,4508,5/27/2023 5:00,Delayed,
3487,488,5/27/2023 6:00,Shipped,DHL
3488,14660,5/27/2023 7:00,Delivered,FedEx
3489,9138,5/27/2023 8:00,Shipped,UPS
3490,167,5/27/2023 9:00,Delayed,DHL
3491,7381,5/27/2023 10:00,Delayed,UPS
3492,2585,5/27/2023 11:00,In Transit,FedEx
3493,6957,5/27/2023 12:00,In Transit,DHL
3494,6211,5/27/2023 13:00,Delivered,DHL
3495,1534,5/27/2023 14:00,Delivered,USPS
3496,19601,5/27/2023 15:00,Delayed,DHL
3497,10837,5/27/2023 16:00,Delivered,UPS
3498,8183,5/27/2023 17:00,Delivered,FedEx
3499,19571,5/27/2023 18:00,Delivered,DHL
3500,8953,5/27/2023 19:00,In Transit,DHL
3501,2834,5/27/2023 20:00,Delayed,USPS
3502,17718,5/27/2023 21:00,In Transit,UPS
3503,3857,5/27/2023 22:00,Shipped,DHL
3504,10317,5/27/2023 23:00,In Transit,UPS
3505,2432,5/28/2023 0:00,Shipped,DHL
3506,16955,5/28/2023 1:00,In Transit,FedEx
3507,12075,5/28/2023 2:00,Delayed,UPS
3508,8373,5/28/2023 3:00,Delayed,UPS
3509,16275,5/28/2023 4:00,Delivered,DHL
3510,4940,5/28/2023 5:00,Delayed,DHL
3511,11929,5/28/2023 6:00,Delivered,USPS
3512,10606,5/28/2023 7:00,Shipped,USPS
3513,11703,5/28/2023 8:00,Shipped,UPS
3514,9911,5/28/2023 9:00,Shipped,FedEx
3515,18765,5/28/2023 10:00,Delayed,USPS
3516,7490,5/28/2023 11:00,Delivered,UPS
3517,11953,5/28/2023 12:00,Shipped,FedEx
3518,1134,5/28/2023 13:00,Delivered,UPS
3519,354,5/28/2023 14:00,Delayed,DHL
3520,162,5/28/2023 15:00,Shipped,UPS
3521,11904,5/28/2023 16:00,Delivered,UPS
3522,10645,5/28/2023 17:00,Shipped,DHL
3523,18889,5/28/2023 18:00,Shipped,
3524,787,5/28/2023 19:00,In Transit,DHL
3525,1162,5/28/2023 20:00,Delivered,UPS
3526,14370,5/28/2023 21:00,Delayed,DHL
3527,17614,5/28/2023 22:00,Delivered,UPS
3528,2030,5/28/2023 23:00,In Transit,DHL
3529,17856,5/29/2023 0:00,Shipped,FedEx
3530,10504,5/29/2023 1:00,Delayed,USPS
3531,5218,5/29/2023 2:00,Delayed,DHL
3532,13671,5/29/2023 3:00,In Transit,USPS
3533,7591,5/29/2023 4:00,Delayed,USPS
3534,2785,5/29/2023 5:00,Delivered,DHL
3535,11780,5/29/2023 6:00,Shipped,USPS
3536,7269,5/29/2023 7:00,Delivered,FedEx
3537,16971,5/29/2023 8:00,In Transit,FedEx
3538,13195,5/29/2023 9:00,Shipped,USPS
3539,16974,5/29/2023 10:00,In Transit,UPS
3540,7335,5/29/2023 11:00,In Transit,DHL
3541,2434,5/29/2023 12:00,In Transit,USPS
3542,14690,5/29/2023 13:00,Shipped,UPS
3543,18443,5/29/2023 14:00,In Transit,DHL
3544,19256,5/29/2023 15:00,Delayed,DHL
3545,16621,5/29/2023 16:00,Delayed,UPS
3546,11571,5/29/2023 17:00,Delivered,UPS
3547,14546,5/29/2023 18:00,In Transit,DHL
3548,17376,5/29/2023 19:00,Delayed,FedEx
3549,6979,5/29/2023 20:00,In Transit,DHL
3550,952,5/29/2023 21:00,Delivered,FedEx
3551,6258,5/29/2023 22:00,Delivered,DHL
3552,11942,5/29/2023 23:00,Delayed,FedEx
3553,17432,5/30/2023 0:00,Shipped,UPS
3554,19192,5/30/2023 1:00,Shipped,UPS
3555,17304,5/30/2023 2:00,Shipped,DHL
3556,2599,5/30/2023 3:00,Delayed,DHL
3557,7299,5/30/2023 4:00,Delayed,UPS
3558,12132,5/30/2023 5:00,Delivered,FedEx
3559,8294,5/30/2023 6:00,Delayed,UPS
3560,18671,5/30/2023 7:00,Delivered,UPS
3561,12175,5/30/2023 8:00,Shipped,USPS
3562,15193,5/30/2023 9:00,Shipped,USPS
3563,3031,5/30/2023 10:00,Shipped,USPS
3564,13684,5/30/2023 11:00,Delivered,FedEx
3565,4681,5/30/2023 12:00,Delayed,UPS
3566,18025,5/30/2023 13:00,In Transit,FedEx
3567,1206,5/30/2023 14:00,Delivered,USPS
3568,3972,5/30/2023 15:00,Shipped,DHL
3569,6742,5/30/2023 16:00,Delivered,DHL
3570,5816,5/30/2023 17:00,In Transit,FedEx
3571,13927,5/30/2023 18:00,Delivered,DHL
3572,8733,5/30/2023 19:00,Shipped,FedEx
3573,4018,5/30/2023 20:00,In Transit,FedEx
3574,1917,5/30/2023 21:00,In Transit,DHL
3575,3647,5/30/2023 22:00,Shipped,DHL
3576,9868,5/30/2023 23:00,Delayed,FedEx
3577,7342,5/31/2023 0:00,Delivered,FedEx
3578,3806,5/31/2023 1:00,Delivered,
3579,19666,5/31/2023 2:00,Delayed,DHL
3580,2535,5/31/2023 3:00,In Transit,USPS
3581,3358,5/31/2023 4:00,Delayed,UPS
3582,13485,5/31/2023 5:00,Delivered,
3583,11157,5/31/2023 6:00,Shipped,FedEx
3584,9328,5/31/2023 7:00,In Transit,USPS
3585,15513,5/31/2023 8:00,Delivered,UPS
3586,19910,5/31/2023 9:00,Delayed,USPS
3587,9517,5/31/2023 10:00,In Transit,USPS
3588,12573,5/31/2023 11:00,Delayed,DHL
3589,2183,5/31/2023 12:00,In Transit,USPS
3590,8477,5/31/2023 13:00,In Transit,FedEx
3591,13939,5/31/2023 14:00,Delivered,UPS
3592,2825,5/31/2023 15:00,Shipped,UPS
3593,7889,5/31/2023 16:00,Delivered,FedEx
3594,10034,5/31/2023 17:00,In Transit,USPS
3595,10261,5/31/2023 18:00,In Transit,FedEx
3596,8981,5/31/2023 19:00,Delayed,UPS
3597,5422,5/31/2023 20:00,In Transit,UPS
3598,12433,5/31/2023 21:00,Delayed,DHL
3599,13203,5/31/2023 22:00,In Transit,UPS
3600,12633,5/31/2023 23:00,Shipped,USPS
3601,2038,6/1/2023 0:00,Shipped,DHL
3602,14689,6/1/2023 1:00,Delivered,DHL
3603,5661,6/1/2023 2:00,Shipped,DHL
3604,10713,6/1/2023 3:00,Delivered,UPS
3605,17077,6/1/2023 4:00,In Transit,DHL
3606,9136,6/1/2023 5:00,In Transit,FedEx
3607,9054,6/1/2023 6:00,In Transit,USPS
3608,3079,6/1/2023 7:00,In Transit,USPS
3609,17150,6/1/2023 8:00,In Transit,FedEx
3610,19625,6/1/2023 9:00,In Transit,DHL
3611,8441,6/1/2023 10:00,Shipped,FedEx
3612,10377,6/1/2023 11:00,Delivered,UPS
3613,16945,6/1/2023 12:00,Shipped,DHL
3614,8289,6/1/2023 13:00,In Transit,FedEx
3615,8421,6/1/2023 14:00,Shipped,FedEx
3616,6834,6/1/2023 15:00,Delivered,UPS
3617,16549,6/1/2023 16:00,Shipped,FedEx
3618,3745,6/1/2023 17:00,Shipped,DHL
3619,16655,6/1/2023 18:00,In Transit,UPS
3620,13889,6/1/2023 19:00,Delivered,UPS
3621,12596,6/1/2023 20:00,Delivered,UPS
3622,16418,6/1/2023 21:00,In Transit,USPS
3623,14026,6/1/2023 22:00,In Transit,USPS
3624,2833,6/1/2023 23:00,In Transit,FedEx
3625,2100,6/2/2023 0:00,Delayed,DHL
3626,18928,6/2/2023 1:00,Delayed,DHL
3627,12908,6/2/2023 2:00,In Transit,DHL
3628,2876,6/2/2023 3:00,Delivered,FedEx
3629,12857,6/2/2023 4:00,Delivered,FedEx
3630,16178,6/2/2023 5:00,Shipped,UPS
3631,8119,6/2/2023 6:00,Shipped,USPS
3632,2260,6/2/2023 7:00,Delayed,FedEx
3633,16949,6/2/2023 8:00,Delivered,FedEx
3634,7795,6/2/2023 9:00,In Transit,FedEx
3635,11259,6/2/2023 10:00,Delayed,DHL
3636,14059,6/2/2023 11:00,Shipped,DHL
3637,792,6/2/2023 12:00,In Transit,FedEx
3638,16714,6/2/2023 13:00,Shipped,USPS
3639,5221,6/2/2023 14:00,Shipped,USPS
3640,3963,6/2/2023 15:00,In Transit,DHL
3641,379,6/2/2023 16:00,Delayed,DHL
3642,11982,6/2/2023 17:00,Shipped,USPS
3643,10483,6/2/2023 18:00,Shipped,DHL
3644,8713,6/2/2023 19:00,In Transit,FedEx
3645,10463,6/2/2023 20:00,Shipped,FedEx
3646,2904,6/2/2023 21:00,Delayed,DHL
3647,9317,6/2/2023 22:00,Delayed,FedEx
3648,1034,6/2/2023 23:00,Delayed,FedEx
3649,19774,6/3/2023 0:00,In Transit,USPS
3650,6723,6/3/2023 1:00,Delayed,DHL
3651,15214,6/3/2023 2:00,Delayed,UPS
3652,6018,6/3/2023 3:00,Delayed,UPS
3653,10778,6/3/2023 4:00,Delayed,UPS
3654,10354,6/3/2023 5:00,Shipped,DHL
3655,13109,6/3/2023 6:00,Delivered,
3656,14591,6/3/2023 7:00,Shipped,UPS
3657,3525,6/3/2023 8:00,Delayed,FedEx
3658,18023,6/3/2023 9:00,In Transit,FedEx
3659,17039,6/3/2023 10:00,Delayed,USPS
3660,11596,6/3/2023 11:00,Delivered,DHL
3661,15175,6/3/2023 12:00,Delivered,USPS
3662,16914,6/3/2023 13:00,In Transit,
3663,19741,6/3/2023 14:00,Shipped,DHL
3664,9978,6/3/2023 15:00,Delivered,FedEx
3665,6823,6/3/2023 16:00,In Transit,DHL
3666,1078,6/3/2023 17:00,Delayed,FedEx
3667,14393,6/3/2023 18:00,In Transit,DHL
3668,8397,6/3/2023 19:00,Shipped,USPS
3669,15301,6/3/2023 20:00,In Transit,UPS
3670,14078,6/3/2023 21:00,Delayed,FedEx
3671,11507,6/3/2023 22:00,Shipped,USPS
3672,14231,6/3/2023 23:00,Delayed,DHL
3673,10521,6/4/2023 0:00,Delayed,DHL
3674,11854,6/4/2023 1:00,Delivered,DHL
3675,17628,6/4/2023 2:00,Shipped,DHL
3676,14803,6/4/2023 3:00,Delayed,UPS
3677,7566,6/4/2023 4:00,Delivered,FedEx
3678,4852,6/4/2023 5:00,Delayed,UPS
3679,5358,6/4/2023 6:00,Delayed,DHL
3680,14325,6/4/2023 7:00,Shipped,DHL
3681,2831,6/4/2023 8:00,Delayed,UPS
3682,2624,6/4/2023 9:00,In Transit,FedEx
3683,19349,6/4/2023 10:00,In Transit,UPS
3684,18548,6/4/2023 11:00,Delayed,UPS
3685,7514,6/4/2023 12:00,In Transit,DHL
3686,9653,6/4/2023 13:00,Shipped,USPS
3687,10084,6/4/2023 14:00,In Transit,DHL
3688,18280,6/4/2023 15:00,Delayed,USPS
3689,5597,6/4/2023 16:00,Delivered,UPS
3690,16211,6/4/2023 17:00,In Transit,USPS
3691,3042,6/4/2023 18:00,Delivered,DHL
3692,10678,6/4/2023 19:00,Delivered,FedEx
3693,6078,6/4/2023 20:00,Delivered,USPS
3694,13497,6/4/2023 21:00,Shipped,USPS
3695,19974,6/4/2023 22:00,Delayed,DHL
3696,3932,6/4/2023 23:00,Shipped,USPS
3697,13124,6/5/2023 0:00,Delayed,FedEx
3698,11746,6/5/2023 1:00,Delayed,FedEx
3699,7809,6/5/2023 2:00,Delayed,FedEx
3700,10980,6/5/2023 3:00,Shipped,UPS
3701,7184,6/5/2023 4:00,Delayed,FedEx
3702,16224,6/5/2023 5:00,In Transit,FedEx
3703,1797,6/5/2023 6:00,Delayed,FedEx
3704,2553,6/5/2023 7:00,Delivered,UPS
3705,18661,6/5/2023 8:00,Shipped,USPS
3706,10208,6/5/2023 9:00,Delayed,DHL
3707,11293,6/5/2023 10:00,Delivered,USPS
3708,12611,6/5/2023 11:00,Shipped,DHL
3709,11690,6/5/2023 12:00,Delivered,FedEx
3710,16020,6/5/2023 13:00,In Transit,DHL
3711,14261,6/5/2023 14:00,In Transit,USPS
3712,7337,6/5/2023 15:00,Shipped,FedEx
3713,18251,6/5/2023 16:00,Delayed,FedEx
3714,17658,6/5/2023 17:00,Delivered,UPS
3715,12774,6/5/2023 18:00,Delayed,USPS
3716,11417,6/5/2023 19:00,Delivered,DHL
3717,1297,6/5/2023 20:00,Shipped,DHL
3718,12963,6/5/2023 21:00,In Transit,FedEx
3719,1561,6/5/2023 22:00,In Transit,USPS
3720,15426,6/5/2023 23:00,Delayed,FedEx
3721,5845,6/6/2023 0:00,In Transit,FedEx
3722,3524,6/6/2023 1:00,Delivered,UPS
3723,16147,6/6/2023 2:00,Delayed,UPS
3724,14572,6/6/2023 3:00,Delivered,
3725,11896,6/6/2023 4:00,Shipped,FedEx
3726,14941,6/6/2023 5:00,In Transit,UPS
3727,19859,6/6/2023 6:00,In Transit,USPS
3728,10762,6/6/2023 7:00,Shipped,UPS
3729,13824,6/6/2023 8:00,In Transit,DHL
3730,19384,6/6/2023 9:00,In Transit,FedEx
3731,10760,6/6/2023 10:00,Delayed,UPS
3732,19381,6/6/2023 11:00,Delayed,UPS
3733,5424,6/6/2023 12:00,Delivered,USPS
3734,10338,6/6/2023 13:00,Delayed,FedEx
3735,13768,6/6/2023 14:00,In Transit,FedEx
3736,6436,6/6/2023 15:00,Shipped,UPS
3737,342,6/6/2023 16:00,Delivered,USPS
3738,9626,6/6/2023 17:00,Shipped,FedEx
3739,9742,6/6/2023 18:00,Delayed,FedEx
3740,11183,6/6/2023 19:00,In Transit,USPS
3741,3548,6/6/2023 20:00,Shipped,UPS
3742,5153,6/6/2023 21:00,Delayed,UPS
3743,5718,6/6/2023 22:00,Delayed,USPS
3744,11726,6/6/2023 23:00,Delayed,UPS
3745,15625,6/7/2023 0:00,Shipped,USPS
3746,15904,6/7/2023 1:00,Delayed,DHL
3747,16038,6/7/2023 2:00,Delivered,FedEx
3748,6632,6/7/2023 3:00,Delayed,UPS
3749,8966,6/7/2023 4:00,Delayed,FedEx
3750,15890,6/7/2023 5:00,In Transit,UPS
3751,1215,6/7/2023 6:00,In Transit,
3752,5310,6/7/2023 7:00,Delayed,FedEx
3753,1736,6/7/2023 8:00,In Transit,DHL
3754,5602,6/7/2023 9:00,Shipped,FedEx
3755,1574,6/7/2023 10:00,Delivered,FedEx
3756,17664,6/7/2023 11:00,Delivered,USPS
3757,1305,6/7/2023 12:00,Delivered,DHL
3758,13963,6/7/2023 13:00,In Transit,UPS
3759,11677,6/7/2023 14:00,Delayed,USPS
3760,13211,6/7/2023 15:00,Delivered,FedEx
3761,13701,6/7/2023 16:00,Delayed,FedEx
3762,2532,6/7/2023 17:00,In Transit,FedEx
3763,2276,6/7/2023 18:00,Shipped,DHL
3764,6907,6/7/2023 19:00,Shipped,UPS
3765,3963,6/7/2023 20:00,Delayed,FedEx
3766,6184,6/7/2023 21:00,In Transit,DHL
3767,1237,6/7/2023 22:00,Shipped,USPS
3768,4012,6/7/2023 23:00,In Transit,FedEx
3769,13961,6/8/2023 0:00,Delivered,FedEx
3770,16514,6/8/2023 1:00,Delayed,UPS
3771,11353,6/8/2023 2:00,In Transit,UPS
3772,8257,6/8/2023 3:00,In Transit,USPS
3773,7880,6/8/2023 4:00,Shipped,UPS
3774,10976,6/8/2023 5:00,Shipped,FedEx
3775,12565,6/8/2023 6:00,In Transit,UPS
3776,8214,6/8/2023 7:00,Delayed,FedEx
3777,1835,6/8/2023 8:00,Delayed,UPS
3778,15498,6/8/2023 9:00,In Transit,USPS
3779,10541,6/8/2023 10:00,Shipped,FedEx
3780,4140,6/8/2023 11:00,Delivered,FedEx
3781,16055,6/8/2023 12:00,In Transit,DHL
3782,6154,6/8/2023 13:00,In Transit,DHL
3783,17527,6/8/2023 14:00,Delayed,USPS
3784,11769,6/8/2023 15:00,In Transit,UPS
3785,12984,6/8/2023 16:00,Shipped,UPS
3786,8730,6/8/2023 17:00,Shipped,USPS
3787,639,6/8/2023 18:00,Delivered,USPS
3788,7350,6/8/2023 19:00,Delayed,FedEx
3789,4223,6/8/2023 20:00,Delayed,USPS
3790,4371,6/8/2023 21:00,In Transit,UPS
3791,6152,6/8/2023 22:00,Delivered,USPS
3792,9613,6/8/2023 23:00,Delivered,DHL
3793,14190,6/9/2023 0:00,Delayed,USPS
3794,7827,6/9/2023 1:00,Shipped,USPS
3795,2272,6/9/2023 2:00,Delayed,DHL
3796,10057,6/9/2023 3:00,In Transit,DHL
3797,1134,6/9/2023 4:00,Delivered,DHL
3798,7025,6/9/2023 5:00,Shipped,USPS
3799,634,6/9/2023 6:00,Shipped,UPS
3800,1134,6/9/2023 7:00,Shipped,USPS
3801,4972,6/9/2023 8:00,Shipped,USPS
3802,7271,6/9/2023 9:00,Delayed,UPS
3803,913,6/9/2023 10:00,Delayed,FedEx
3804,8559,6/9/2023 11:00,Shipped,USPS
3805,11105,6/9/2023 12:00,In Transit,UPS
3806,13775,6/9/2023 13:00,Shipped,USPS
3807,3395,6/9/2023 14:00,Delivered,FedEx
3808,17560,6/9/2023 15:00,Delivered,FedEx
3809,6161,6/9/2023 16:00,In Transit,FedEx
3810,12454,6/9/2023 17:00,Delayed,FedEx
3811,11257,6/9/2023 18:00,Shipped,UPS
3812,2970,6/9/2023 19:00,Delayed,FedEx
3813,14093,6/9/2023 20:00,Delayed,USPS
3814,953,6/9/2023 21:00,Shipped,USPS
3815,10131,6/9/2023 22:00,Delivered,DHL
3816,19,6/9/2023 23:00,Delivered,FedEx
3817,4423,6/10/2023 0:00,Shipped,DHL
3818,13709,6/10/2023 1:00,Delayed,USPS
3819,18693,6/10/2023 2:00,Delivered,DHL
3820,7668,6/10/2023 3:00,In Transit,USPS
3821,9297,6/10/2023 4:00,Shipped,DHL
3822,8118,6/10/2023 5:00,In Transit,UPS
3823,8779,6/10/2023 6:00,Delayed,USPS
3824,8099,6/10/2023 7:00,Delivered,FedEx
3825,13063,6/10/2023 8:00,Shipped,USPS
3826,7560,6/10/2023 9:00,Delivered,USPS
3827,6236,6/10/2023 10:00,Delayed,UPS
3828,12022,6/10/2023 11:00,Delivered,FedEx
3829,6486,6/10/2023 12:00,Delayed,USPS
3830,11672,6/10/2023 13:00,Shipped,USPS
3831,2148,6/10/2023 14:00,Shipped,USPS
3832,7464,6/10/2023 15:00,In Transit,UPS
3833,13513,6/10/2023 16:00,Delayed,UPS
3834,9364,6/10/2023 17:00,Delivered,DHL
3835,8141,6/10/2023 18:00,Delayed,FedEx
3836,7493,6/10/2023 19:00,Delayed,UPS
3837,2227,6/10/2023 20:00,Shipped,FedEx
3838,14284,6/10/2023 21:00,In Transit,USPS
3839,4688,6/10/2023 22:00,In Transit,UPS
3840,5187,6/10/2023 23:00,Delayed,UPS
3841,1299,6/11/2023 0:00,In Transit,FedEx
3842,5467,6/11/2023 1:00,Delivered,UPS
3843,15255,6/11/2023 2:00,In Transit,USPS
3844,7476,6/11/2023 3:00,Delayed,DHL
3845,6331,6/11/2023 4:00,Delivered,DHL
3846,19541,6/11/2023 5:00,Delivered,
3847,2862,6/11/2023 6:00,Delayed,UPS
3848,4720,6/11/2023 7:00,In Transit,
3849,2335,6/11/2023 8:00,Delivered,USPS
3850,1726,6/11/2023 9:00,In Transit,DHL
3851,6780,6/11/2023 10:00,Shipped,DHL
3852,18561,6/11/2023 11:00,Delayed,DHL
3853,5350,6/11/2023 12:00,Delayed,USPS
3854,19253,6/11/2023 13:00,Delivered,DHL
3855,5077,6/11/2023 14:00,In Transit,
3856,13338,6/11/2023 15:00,Delayed,USPS
3857,18675,6/11/2023 16:00,Delivered,USPS
3858,9509,6/11/2023 17:00,Delayed,FedEx
3859,7626,6/11/2023 18:00,Delayed,UPS
3860,3805,6/11/2023 19:00,In Transit,USPS
3861,15710,6/11/2023 20:00,Shipped,FedEx
3862,6595,6/11/2023 21:00,Shipped,UPS
3863,8129,6/11/2023 22:00,In Transit,DHL
3864,13205,6/11/2023 23:00,Delayed,FedEx
3865,18561,6/12/2023 0:00,Delivered,USPS
3866,10612,6/12/2023 1:00,Delivered,FedEx
3867,13146,6/12/2023 2:00,Delayed,FedEx
3868,16980,6/12/2023 3:00,Shipped,USPS
3869,78,6/12/2023 4:00,Delivered,USPS
3870,17680,6/12/2023 5:00,Delivered,FedEx
3871,6169,6/12/2023 6:00,Delayed,USPS
3872,3385,6/12/2023 7:00,In Transit,USPS
3873,8478,6/12/2023 8:00,Delayed,
3874,4113,6/12/2023 9:00,Delayed,
3875,12630,6/12/2023 10:00,Delayed,DHL
3876,1836,6/12/2023 11:00,Delivered,UPS
3877,1989,6/12/2023 12:00,Delivered,UPS
3878,17208,6/12/2023 13:00,Delayed,UPS
3879,8830,6/12/2023 14:00,Delayed,UPS
3880,10493,6/12/2023 15:00,Delivered,DHL
3881,7987,6/12/2023 16:00,Delivered,USPS
3882,12129,6/12/2023 17:00,In Transit,FedEx
3883,17810,6/12/2023 18:00,Shipped,FedEx
3884,19607,6/12/2023 19:00,Delivered,USPS
3885,19223,6/12/2023 20:00,Shipped,FedEx
3886,15661,6/12/2023 21:00,In Transit,FedEx
3887,17738,6/12/2023 22:00,Delayed,DHL
3888,992,6/12/2023 23:00,In Transit,UPS
3889,15567,6/13/2023 0:00,Delayed,UPS
3890,12050,6/13/2023 1:00,Shipped,UPS
3891,11007,6/13/2023 2:00,Shipped,UPS
3892,19736,6/13/2023 3:00,Delivered,DHL
3893,8982,6/13/2023 4:00,In Transit,FedEx
3894,10104,6/13/2023 5:00,Delayed,UPS
3895,17960,6/13/2023 6:00,Shipped,DHL
3896,1761,6/13/2023 7:00,Delayed,UPS
3897,19466,6/13/2023 8:00,In Transit,USPS
3898,8799,6/13/2023 9:00,Delayed,FedEx
3899,1344,6/13/2023 10:00,In Transit,USPS
3900,14719,6/13/2023 11:00,Delivered,FedEx
3901,14980,6/13/2023 12:00,Delivered,DHL
3902,12791,6/13/2023 13:00,Delivered,FedEx
3903,18939,6/13/2023 14:00,In Transit,FedEx
3904,13310,6/13/2023 15:00,Delivered,FedEx
3905,17682,6/13/2023 16:00,Shipped,USPS
3906,11357,6/13/2023 17:00,Delivered,USPS
3907,11593,6/13/2023 18:00,Shipped,DHL
3908,12156,6/13/2023 19:00,In Transit,DHL
3909,3475,6/13/2023 20:00,Shipped,FedEx
3910,8530,6/13/2023 21:00,In Transit,USPS
3911,13706,6/13/2023 22:00,Delayed,UPS
3912,15500,6/13/2023 23:00,Delayed,UPS
3913,9248,6/14/2023 0:00,Delayed,UPS
3914,18542,6/14/2023 1:00,Delayed,USPS
3915,1256,6/14/2023 2:00,Delivered,DHL
3916,15901,6/14/2023 3:00,Shipped,UPS
3917,5702,6/14/2023 4:00,Delivered,DHL
3918,7425,6/14/2023 5:00,Shipped,FedEx
3919,13676,6/14/2023 6:00,Delivered,FedEx
3920,11628,6/14/2023 7:00,Shipped,FedEx
3921,11473,6/14/2023 8:00,Delivered,FedEx
3922,6593,6/14/2023 9:00,Delayed,USPS
3923,9335,6/14/2023 10:00,Shipped,UPS
3924,17294,6/14/2023 11:00,In Transit,
3925,7714,6/14/2023 12:00,Shipped,USPS
3926,11345,6/14/2023 13:00,In Transit,FedEx
3927,16247,6/14/2023 14:00,Delivered,FedEx
3928,16181,6/14/2023 15:00,Shipped,FedEx
3929,9289,6/14/2023 16:00,Delivered,UPS
3930,12165,6/14/2023 17:00,In Transit,UPS
3931,15369,6/14/2023 18:00,In Transit,UPS
3932,2670,6/14/2023 19:00,Delivered,USPS
3933,14750,6/14/2023 20:00,Delivered,FedEx
3934,14819,6/14/2023 21:00,Delayed,DHL
3935,18706,6/14/2023 22:00,Shipped,UPS
3936,17836,6/14/2023 23:00,In Transit,UPS
3937,12501,6/15/2023 0:00,Delivered,
3938,13198,6/15/2023 1:00,Delayed,UPS
3939,17803,6/15/2023 2:00,Delivered,UPS
3940,13861,6/15/2023 3:00,Shipped,FedEx
3941,19722,6/15/2023 4:00,Delayed,DHL
3942,11814,6/15/2023 5:00,Delivered,UPS
3943,11264,6/15/2023 6:00,In Transit,UPS
3944,3872,6/15/2023 7:00,Shipped,FedEx
3945,7300,6/15/2023 8:00,Delayed,USPS
3946,5300,6/15/2023 9:00,Delivered,DHL
3947,7987,6/15/2023 10:00,Delayed,FedEx
3948,8138,6/15/2023 11:00,Delayed,DHL
3949,18720,6/15/2023 12:00,Delayed,FedEx
3950,10167,6/15/2023 13:00,Delivered,FedEx
3951,12212,6/15/2023 14:00,Shipped,UPS
3952,10179,6/15/2023 15:00,Delivered,DHL
3953,16181,6/15/2023 16:00,Delivered,UPS
3954,7071,6/15/2023 17:00,Delayed,UPS
3955,7895,6/15/2023 18:00,Shipped,FedEx
3956,11941,6/15/2023 19:00,Delayed,DHL
3957,13425,6/15/2023 20:00,Delayed,USPS
3958,17454,6/15/2023 21:00,In Transit,
3959,4220,6/15/2023 22:00,In Transit,DHL
3960,5597,6/15/2023 23:00,Shipped,DHL
3961,12732,6/16/2023 0:00,In Transit,FedEx
3962,10544,6/16/2023 1:00,Delivered,USPS
3963,9854,6/16/2023 2:00,In Transit,FedEx
3964,1753,6/16/2023 3:00,Shipped,UPS
3965,3248,6/16/2023 4:00,Shipped,FedEx
3966,11138,6/16/2023 5:00,In Transit,DHL
3967,4485,6/16/2023 6:00,Delivered,FedEx
3968,9191,6/16/2023 7:00,Delayed,DHL
3969,11637,6/16/2023 8:00,Delivered,DHL
3970,6226,6/16/2023 9:00,Shipped,
3971,13305,6/16/2023 10:00,Delayed,USPS
3972,19267,6/16/2023 11:00,In Transit,UPS
3973,2427,6/16/2023 12:00,Delivered,DHL
3974,10252,6/16/2023 13:00,Shipped,FedEx
3975,5940,6/16/2023 14:00,In Transit,FedEx
3976,4304,6/16/2023 15:00,In Transit,DHL
3977,18322,6/16/2023 16:00,In Transit,FedEx
3978,12707,6/16/2023 17:00,Delivered,USPS
